,Brewery,Style,Name,ReviewsNumber,OverallReview,Aroma,Appearance,Palate,Taste,BeerABV,PersonalRating,Comment,Favorite
175,Dornbusch Brewing Company,Munich Helles Lager,Dornbusch Gold,977274839.0,4.5,4.5,4.5,4.5,4.5,-1.0,-1,Unfilled,0
176,Dornbusch Brewing Company,Altbier,Dornbusch Alt,1021577075.0,4.5,4.5,4.5,4.5,5.0,-1.0,-1,Unfilled,0
177,Einbecker Brauhaus Ag,Maibock / Helles Bock,Einbecker Mai-ur-bock,1228713286.0,3.0,3.5,3.5,4.0,4.0,6.5,-1,Unfilled,0
178,Eumundi Brewing Group Ltd.,English Pale Ale,Laguna Bay Australian Pale Ale,1020598616.0,4.0,3.0,3.0,4.5,3.5,-1.0,-1,Unfilled,0
179,Flying Dog Brewery,California Common / Steam Beer,Old Scratch Amber Lager,1312951561.0,2.5,3.5,3.0,2.0,3.0,5.5,-1,Unfilled,0
180,Flying Dog Brewery,American Ipa,Snake Dog Ipa,1206564067.0,4.0,4.5,4.0,4.0,4.5,7.1,-1,Unfilled,0
181,Flying Dog Brewery,American Porter,Road Dog Porter,1096491242.0,4.0,3.5,3.5,3.5,3.5,6.0,-1,Unfilled,0
182,"Wild Goose Brewery, Llc",Herbed / Spiced Beer,Hempen Golden,897523201.0,1.5,3.0,2.5,2.0,2.0,-1.0,-1,Unfilled,0
183,Great Divide Brewing Company,American Pale Ale (apa),Bee Sting Honey Ale,1081611296.0,3.5,3.5,4.0,3.5,3.5,5.9,-1,Unfilled,0
184,Great Divide Brewing Company,Scottish Ale,Ridgeline Amber Ale,1104026142.0,3.0,3.5,3.5,3.5,4.0,5.4,-1,Unfilled,0
185,Full Sail Brewery & Tasting Room & Pub,American Stout,Full Sail Stout,1018469797.0,4.0,4.0,4.5,5.0,4.5,6.2,-1,Unfilled,0
186,Full Sail Brewery & Tasting Room & Pub,German Pilsener,Full Sail Pilsner,1020431239.0,4.5,3.5,4.0,4.0,4.0,5.4,-1,Unfilled,0
187,Full Sail Brewery & Tasting Room & Pub,Extra Special / Strong Bitter (esb),Full Sail Esb,1154727184.0,4.5,3.5,4.5,4.0,4.0,5.5,-1,Unfilled,0
188,Full Sail Brewery & Tasting Room & Pub,American Amber / Red Ale,Full Sail Amber,1194792114.0,4.0,4.5,4.0,4.0,4.0,5.5,-1,Unfilled,0
189,Full Sail Brewery & Tasting Room & Pub,American Pale Ale (apa),Full Sail Pale Ale,1060274144.0,4.0,4.5,3.5,3.5,4.5,5.4,-1,Unfilled,0
190,Full Sail Brewery & Tasting Room & Pub,Baltic Porter,Imperial Porter,1086931220.0,4.5,4.5,5.0,4.5,4.5,7.0,-1,Unfilled,0
191,Full Sail Brewery & Tasting Room & Pub,Winter Warmer,Full Sail Wassail,1228778736.0,3.5,3.5,3.0,3.0,3.5,7.0,-1,Unfilled,0
192,Fuller Smith & Turner Plc,Extra Special / Strong Bitter (esb),Fuller's Esb,1249495847.0,5.0,5.0,5.0,5.0,5.0,5.9,-1,Unfilled,0
193,Fuller Smith & Turner Plc,Winter Warmer,Fuller's Old Winter Ale,1202609440.0,5.0,4.0,4.5,4.5,4.5,5.3,-1,Unfilled,0
194,Fuller Smith & Turner Plc,English Porter,Fuller's London Porter,1232752212.0,4.5,3.5,4.0,4.0,4.0,5.4,-1,Unfilled,0
195,Fuller Smith & Turner Plc,English Pale Ale,Fuller's London Pride,1249612092.0,4.0,2.5,3.0,3.0,3.5,4.7,-1,Unfilled,0
196,Weisses Bräuhaus G. Schneider & Sohn Gmbh,Weizenbock,Schneider Aventinus,1295823044.0,4.5,4.5,4.5,4.0,4.0,8.2,-1,Unfilled,0
197,Great Lakes Brewing Company,American Pale Ale (apa),Great Lakes Burning River Pale Ale,1220581697.0,4.0,4.0,4.0,4.0,4.0,6.0,-1,Unfilled,0
198,Great Lakes Brewing Company,American Porter,Great Lakes Edmund Fitzgerald Porter,1297139444.0,4.5,4.0,4.5,4.0,4.5,5.8,-1,Unfilled,0
199,Great Lakes Brewing Company,English Brown Ale,Great Lakes Cleveland Brown Ale,1017621854.0,4.5,4.0,4.5,4.0,4.5,6.8,-1,Unfilled,0
200,Great Lakes Brewing Company,Dortmunder / Export Lager,Great Lakes Dortmunder Gold,1041634463.0,5.0,4.5,5.0,5.0,5.0,5.8,-1,Unfilled,0
201,Great Lakes Brewing Company,Vienna Lager,Great Lakes Eliot Ness,1284514319.0,4.0,3.5,4.0,3.0,3.5,6.2,-1,Unfilled,0
202,Gritty Mcduff's Brewing Company,English Brown Ale,Gritty Mcduff's Best Brown,1181181447.0,3.0,2.0,4.0,2.5,2.0,-1.0,-1,Unfilled,0
203,Gritty Mcduff's Brewing Company,English Bitter,Gritty Mcduff's Best Bitter,1166664405.0,3.0,3.0,3.5,3.0,3.5,5.0,-1,Unfilled,0
204,Grupo Modelo S.a. De C.v.,American Adjunct Lager,Corona Extra,1150603642.0,2.0,2.5,2.5,2.5,1.5,4.6,-1,Unfilled,0
205,Grupo Modelo S.a. De C.v.,Light Lager,Corona Light,1082854922.0,1.0,1.0,1.0,1.0,1.0,4.1,-1,Unfilled,0
206,Hacker-pschorr Bräu Gmbh,Märzen / Oktoberfest,Hacker-pschorr Oktoberfest-märzen,1254274444.0,4.5,4.0,4.0,3.5,4.0,5.8,-1,Unfilled,0
207,Burton Bridge Brewery,English India Pale Ale (ipa),Burton Bridge Empire India Pale Ale,1186790552.0,3.5,1.5,4.0,4.0,3.5,7.5,-1,Unfilled,0
208,Wychwood Brewery Company Ltd,English Brown Ale,Hobgoblin,1193713851.0,4.0,4.0,3.5,3.5,4.0,5.2,-1,Unfilled,0
209,Wychwood Brewery Company Ltd,English Pale Ale,Fiddler's Elbow,1033748761.0,4.0,3.0,2.5,4.0,4.0,5.2,-1,Unfilled,0
210,Hammer & Nail Brewers,English Brown Ale,Hammer & Nail Brown Ale,1024057369.0,4.5,4.0,4.0,4.5,4.5,-1.0,-1,Unfilled,0
211,Hammer & Nail Brewers,Vienna Lager,Hammer & Nail Vienna Style Lager,1020678104.0,4.0,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,0
212,Hammer & Nail Brewers,Scotch Ale / Wee Heavy,Hammer & Nail Scotch Classic Style Ale,907113601.0,4.5,4.0,4.0,4.5,4.5,-1.0,-1,Unfilled,0
213,Hammer & Nail Brewers,Extra Special / Strong Bitter (esb),Hammer & Nail Extra Special Bitter Ale,1018987551.0,4.5,4.5,4.0,4.0,4.5,6.7,-1,Unfilled,0
214,Williams Brothers Brewing Company,Scottish Gruit / Ancient Herbed Ale,Alba Scots Pine Ale,1241745918.0,4.0,4.0,3.5,4.0,4.5,7.5,-1,Unfilled,0
215,Williams Brothers Brewing Company,Scottish Gruit / Ancient Herbed Ale,Grozet Gooseberry & Wheat Ale,1183953871.0,4.5,3.5,4.0,4.0,4.0,5.0,-1,Unfilled,0
216,Williams Brothers Brewing Company,Scottish Gruit / Ancient Herbed Ale,Fraoch Heather Ale,1170664763.0,4.5,4.0,4.0,4.5,5.0,5.0,-1,Unfilled,0
217,Heineken Nederland B.v.,Euro Pale Lager,Heineken Lager Beer,1221610687.0,4.0,3.5,3.0,3.0,4.0,5.0,-1,Unfilled,0
218,Brouwerij Van Hoegaarden,Witbier,Hoegaarden Original White Ale,1213511437.0,4.5,3.5,3.5,4.5,4.0,4.9,-1,Unfilled,0
219,Hofbräu Kaltenhausen (brau Union),Hefeweizen,Edelweiss Weissbier,1315936808.0,5.0,5.0,5.0,5.0,5.0,5.4,-1,Unfilled,0
220,Pioneer Brewing Co.,American Pale Ale (apa),Hyland American Pale Ale,1109656161.0,4.0,4.0,3.5,3.5,4.0,6.0,-1,Unfilled,0
221,Pioneer Brewing Co.,American Amber / Red Ale,Hyland Amber Ale,1236599882.0,3.0,3.0,3.5,3.5,3.0,5.25,-1,Unfilled,0
222,Ipswich Ale Brewery,Old Ale,Ipswich Winter Ale,1070408038.0,4.0,4.0,4.0,4.0,4.0,6.2,-1,Unfilled,0
223,Ipswich Ale Brewery,English Pale Ale,Ipswich Original Ale,1279321638.0,4.0,4.0,4.0,4.0,3.5,5.4,-1,Unfilled,0
224,Ipswich Ale Brewery,English Barleywine,1084 Barley Wine Ale,1042899659.0,2.0,2.5,2.0,2.0,2.5,-1.0,-1,Unfilled,0
225,Ipswich Ale Brewery,English Brown Ale,Ipswich Nut Brown Ale,1093471122.0,4.0,3.0,4.0,3.5,4.0,5.5,-1,Unfilled,0
226,Ipswich Ale Brewery,Extra Special / Strong Bitter (esb),Ipswich Esb,1031726354.0,3.0,3.5,3.5,3.5,3.5,-1.0,-1,Unfilled,0
227,Ipswich Ale Brewery,American Ipa,Ipswich India Pale Ale (i.p.a.),1034750483.0,4.5,4.0,4.0,4.0,4.5,6.5,-1,Unfilled,0
228,Ipswich Ale Brewery,Oatmeal Stout,Ipswich Oatmeal Stout,1226378386.0,3.0,4.0,3.5,3.0,3.0,7.0,-1,Unfilled,0
229,James Page Brewing Company,Vienna Lager,Iron Range Amber Lager,1247855205.0,4.0,3.0,4.0,2.5,3.5,4.48,-1,Unfilled,0
230,Great Divide Brewing Company,American Porter,Saint Bridget's Porter,1259073798.0,4.5,4.0,4.5,4.0,4.5,5.9,-1,Unfilled,0
231,Jos. Schlitz Brewing Co. (pabst),American Adjunct Lager,Schlitz,1089123767.0,4.0,3.0,3.0,3.0,3.0,4.6,-1,Unfilled,0
232,Alexander Keith's,English India Pale Ale (ipa),Alexander Keith's India Pale Ale,1297898524.0,3.0,3.5,2.5,3.0,2.5,5.0,-1,Unfilled,0
233,King & Barnes Ltd.,American Porter,Old Porter,1017660111.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,0
234,United Breweries - Ub Group,American Pale Lager,Kingfisher Premium Lager,1263690646.0,2.5,1.0,2.0,3.0,2.0,4.8,-1,Unfilled,0
235,Cerveceria La Constancia S.a. / Bevco Ltd,German Pilsener,Pilsener,1066398617.0,2.0,2.0,2.0,3.0,2.0,3.9,-1,Unfilled,0
236,Cerveceria La Constancia S.a. / Bevco Ltd,American Adjunct Lager,Suprema,1288543947.0,3.0,3.0,3.5,3.0,3.5,4.5,-1,Unfilled,0
237,Long Trail Brewing Co.,English India Pale Ale (ipa),Ipa,1248903856.0,3.5,3.0,3.5,3.0,3.5,5.9,-1,Unfilled,0
238,Long Trail Brewing Co.,Scottish Ale,Hibernator,1272590328.0,3.5,3.0,3.5,3.5,3.5,5.6,-1,Unfilled,0
239,Long Trail Brewing Co.,American Brown Ale,Harvest,1285885144.0,4.0,2.5,4.0,3.0,2.5,4.6,-1,Unfilled,0
240,Long Trail Brewing Co.,Altbier,Double Bag,1212427494.0,4.0,4.0,4.0,4.5,4.5,7.2,-1,Unfilled,0
241,Florida Beer Company,American Pale Wheat Ale,Ybor Gold Wheat Ale,1176418161.0,3.0,2.5,4.0,3.0,2.5,3.9,-1,Unfilled,0
242,Sierra Nevada Brewing Co.,American Pale Ale (apa),Sierra Nevada Pale Ale,1280873878.0,3.0,3.0,3.5,3.5,3.0,5.6,-1,Unfilled,0
243,Florida Beer Company,English Brown Ale,Ybor Gold Brown Ale,1148512573.0,3.5,4.5,4.0,4.0,4.0,4.4,-1,Unfilled,0
244,Sierra Nevada Brewing Co.,American Porter,Sierra Nevada Porter,1101050912.0,4.0,4.0,4.0,4.0,3.5,5.6,-1,Unfilled,0
245,Löwenbräu Ag,Munich Helles Lager,Löwenbräu Original,1096920981.0,3.5,3.0,3.5,3.0,3.0,5.2,-1,Unfilled,0
246,Löwenbräu Ag,Munich Dunkel Lager,Löwenbräu Premium Dark,1062298189.0,3.0,2.5,3.0,3.0,3.0,5.5,-1,Unfilled,0
247,Sierra Nevada Brewing Co.,American Pale Wheat Ale,Sierra Nevada Wheat Beer,1199933659.0,5.0,4.0,4.0,4.5,4.5,4.4,-1,Unfilled,0
248,Sierra Nevada Brewing Co.,American Stout,Sierra Nevada Stout,1017419838.0,4.5,4.5,5.0,4.5,4.5,5.8,-1,Unfilled,0
249,Magic Hat Brewing Company,Fruit / Vegetable Beer,Feast Of Fools,1203779355.0,3.5,3.5,3.0,3.0,3.5,5.0,-1,Unfilled,0
250,Magic Hat Brewing Company,American Porter,Ravell,1172796151.0,3.5,3.0,3.0,3.5,3.0,4.8,-1,Unfilled,0
251,Shipyard Brewing Co.,American Pale Ale (apa),Summer Ale,1215722816.0,4.0,3.0,4.0,4.0,3.5,5.1,-1,Unfilled,0
252,Shipyard Brewing Co.,Winter Warmer,Prelude Special Ale,1186618422.0,4.0,3.5,4.0,4.0,4.0,6.8,-1,Unfilled,0
253,Shipyard Brewing Co.,English Brown Ale,Brewer's Brown Ale,1120750720.0,4.0,3.0,3.5,3.5,3.5,5.4,-1,Unfilled,0
254,Shipyard Brewing Co.,English Porter,Longfellow Winter Ale,1038989356.0,4.0,4.0,4.0,4.0,4.0,5.9,-1,Unfilled,0
255,Shipyard Brewing Co.,Irish Dry Stout,Blue Fin Stout,1278280887.0,2.0,2.5,3.0,1.0,1.5,4.7,-1,Unfilled,0
256,Magic Hat Brewing Company,American Pale Wheat Ale,Hocus Pocus,1214931969.0,4.5,4.0,4.0,4.0,4.0,4.5,-1,Unfilled,0
257,Shipyard Brewing Co.,Extra Special / Strong Bitter (esb),Old Thumper Esa,1222222474.0,5.0,4.5,4.0,4.0,4.5,5.9,-1,Unfilled,0
258,Magic Hat Brewing Company,American Amber / Red Ale,Bob's 1st Ale,927676801.0,4.0,4.0,4.5,3.5,4.0,4.8,-1,Unfilled,0
259,Magic Hat Brewing Company,American Pale Ale (apa),Fat Angel,1106322963.0,3.5,3.5,4.0,3.5,3.5,5.0,-1,Unfilled,0
260,Magic Hat Brewing Company,Scotch Ale / Wee Heavy,Jinx,1069221003.0,4.0,4.0,4.0,4.0,4.0,6.9,-1,Unfilled,0
261,Magic Hat Brewing Company,Oatmeal Stout,Heart Of Darkness,1086036853.0,4.0,4.5,5.0,5.0,4.5,5.3,-1,Unfilled,0
262,Magic Hat Brewing Company,English India Pale Ale (ipa),Blind Faith,1283524991.0,3.5,3.5,4.0,3.5,3.5,6.2,-1,Unfilled,0
263,Magic Hat Brewing Company,Fruit / Vegetable Beer,#9,1177118656.0,4.0,4.0,3.5,3.5,4.0,5.1,-1,Unfilled,0
264,Magic Hat Brewing Company,Herbed / Spiced Beer,Miss Bliss,896054401.0,4.5,4.0,4.0,4.0,4.5,4.5,-1,Unfilled,0
265,Maritime Beer Company Inc.,Cream Ale,Black Pearl Cream Ale,1170038983.0,4.5,3.5,3.0,4.0,3.5,5.3,-1,Unfilled,0
266,Shepherd Neame Ltd,English India Pale Ale (ipa),India Pale Ale,893289601.0,3.5,3.5,3.5,3.0,4.0,4.5,-1,Unfilled,0
267,Maritime Beer Company Inc.,American Amber / Red Ale,King's Honey Amber Ale,901670401.0,4.0,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,0
268,Shepherd Neame Ltd,American Porter,Original Porter,892080001.0,4.0,4.0,4.5,4.0,4.0,4.8,-1,Unfilled,0
269,Shepherd Neame Ltd,English Pale Ale,Spitfire (premium Ale Export),1091155245.0,4.5,3.5,3.5,4.0,4.0,4.5,-1,Unfilled,0
270,Shepherd Neame Ltd,Irish Dry Stout,Casey's Smooth Stout,885427201.0,1.0,3.0,3.0,1.0,1.0,-1.0,-1,Unfilled,0
271,Harpoon Brewery,Kölsch,Harpoon Summer Beer,1308306956.0,4.0,3.0,4.0,4.0,3.5,5.5,-1,Unfilled,0
272,Harpoon Brewery,Extra Special / Strong Bitter (esb),Harpoon Esb,1043183588.0,4.0,3.5,4.5,3.0,3.5,5.5,-1,Unfilled,0
273,Harpoon Brewery,Maibock / Helles Bock,Harpoon Spring Maibock,980463551.0,4.5,4.5,4.5,4.0,4.5,5.8,-1,Unfilled,0
274,Harpoon Brewery,Winter Warmer,Harpoon Winter Warmer,1298069687.0,3.5,4.0,4.0,3.5,4.5,5.5,-1,Unfilled,0
275,Harpoon Brewery,American Ipa,Harpoon Ipa,1163023625.0,4.5,4.0,4.0,3.5,4.0,5.9,-1,Unfilled,0
276,Harpoon Brewery,American Pale Ale (apa),Harpoon Ale,1127087685.0,3.5,3.0,4.0,3.0,3.0,4.9,-1,Unfilled,0
277,Harpoon Brewery,Märzen / Oktoberfest,Harpoon Octoberfest Beer,1064452706.0,3.0,2.0,4.0,2.0,2.5,5.5,-1,Unfilled,0
278,Harpoon Brewery,Munich Dunkel Lager,Harpoon Munich Type Dark Beer,1233527618.0,4.0,3.5,3.5,4.0,4.0,5.6,-1,Unfilled,0
279,Harpoon Brewery,German Pilsener,Harpoon Pilsner,1009453651.0,4.0,4.0,5.0,4.0,4.0,-1.0,-1,Unfilled,0
280,Harpoon Brewery,American Blonde Ale,Pickwick Ale,894758401.0,4.0,3.5,3.5,3.0,3.5,4.7,-1,Unfilled,0
281,Harpoon Brewery,American Pale Wheat Ale,Ufo Hefeweizen,1043939419.0,3.0,3.0,3.5,3.0,3.0,5.1,-1,Unfilled,0
282,Matt Brewing Company,German Pilsener,Saranac Pilsener,1056160953.0,3.5,3.0,3.0,3.5,3.5,5.3,-1,Unfilled,0
283,Matt Brewing Company,American Pale Lager,Saranac Lager,1029158598.0,2.5,3.0,3.5,3.0,3.0,4.7,-1,Unfilled,0
284,Matt Brewing Company,Schwarzbier,Saranac Black Forest,1134933847.0,3.5,3.0,3.5,3.5,3.5,5.5,-1,Unfilled,0
285,Mcneill's Brewery,Oatmeal Stout,Mcneill's Oatmeal Stout,1185756972.0,3.0,3.0,4.5,4.0,3.5,4.9,-1,Unfilled,0
286,Mcneill's Brewery,Extra Special / Strong Bitter (esb),Mcneill's Duck's Breath Bitter,1123444768.0,4.0,4.0,3.5,4.0,4.0,5.5,-1,Unfilled,0
287,Mcneill's Brewery,American Pale Ale (apa),Mcneill's Champ Ale,1262048729.0,3.0,3.5,3.5,3.5,3.5,5.5,-1,Unfilled,0
288,Mcneill's Brewery,American Amber / Red Ale,Mcneill's Firehouse Amber Ale,1202865505.0,3.5,3.5,4.5,4.0,3.5,5.6,-1,Unfilled,0
289,Anheuser-busch,English Pale Ale,Michelob Pale Ale,1234709550.0,3.5,3.0,3.5,3.5,3.0,5.5,-1,Unfilled,0
290,"Middle Ages Brewing Co., Ltd.",American Pale Ale (apa),Syracuse Pale Ale,1209785456.0,3.5,4.0,3.5,3.0,3.5,5.0,-1,Unfilled,0
291,"Middle Ages Brewing Co., Ltd.",Extra Special / Strong Bitter (esb),Beast Bitter,1214949667.0,4.0,4.0,4.0,3.5,4.0,5.3,-1,Unfilled,0
292,"Middle Ages Brewing Co., Ltd.",American Amber / Red Ale,Grail Ale,1097634589.0,4.0,3.5,4.0,4.0,4.0,5.0,-1,Unfilled,0
293,"Middle Ages Brewing Co., Ltd.",English India Pale Ale (ipa),Impaled Ale,1049657499.0,4.5,4.5,4.5,4.0,4.5,6.5,-1,Unfilled,0
294,Miller Brewing Co.,Light Lager,Miller Lite,1136212715.0,2.5,2.0,2.0,2.0,2.0,4.17,-1,Unfilled,0
295,Millstream Brewing Company,Märzen / Oktoberfest,Millstream Oktoberfest,1285391402.0,4.5,4.0,4.0,4.0,4.5,5.7,-1,Unfilled,0
296,Millstream Brewing Company,American Adjunct Lager,Millstream Lager,1207443929.0,4.0,2.5,3.5,4.0,4.0,-1.0,-1,Unfilled,0
297,Millstream Brewing Company,Vienna Lager,Millstream Schild Brau Amber,1182722771.0,4.0,3.5,3.5,3.5,4.0,4.9,-1,Unfilled,0
298,Ipswich Ale Brewery,Extra Special / Strong Bitter (esb),Stone Cat E.s.b.,1016821214.0,4.0,4.5,4.0,3.5,4.5,5.6,-1,Unfilled,0
299,Ipswich Ale Brewery,American Pale Ale (apa),Stone Cat Ale,982626113.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,0
300,Ipswich Ale Brewery,American Ipa,Stone Cat I.p.a.,1164678773.0,4.0,4.0,4.0,4.0,3.5,-1.0,-1,Unfilled,0
301,Moorhouse's Brewery (burnley) Ltd,English Pale Ale,Pendle Witches Brew,1161733916.0,4.0,3.5,3.5,3.5,4.0,5.1,-1,Unfilled,0
302,Moorhouse's Brewery (burnley) Ltd,English Dark Mild Ale,Black Cat,1153765233.0,3.5,3.5,3.5,3.5,3.5,3.4,-1,Unfilled,0
303,Sea Dog Brewing Company,Winter Warmer,Sea Dog Cabin Fever Winter Stock Ale,1204599248.0,4.5,4.0,4.0,4.0,4.5,8.0,-1,Unfilled,0
304,Sea Dog Brewing Company,Fruit / Vegetable Beer,Sea Dog Blue Paw Wheat Ale,1079130565.0,2.0,2.0,3.5,3.0,2.0,4.6,-1,Unfilled,0
305,Sea Dog Brewing Company,American Blonde Ale,Sea Dog Windjammer Blonde Ale,1059967477.0,3.0,3.0,3.0,2.5,3.0,5.0,-1,Unfilled,0
306,Sea Dog Brewing Company,English India Pale Ale (ipa),Sea Dog Old East India Pale Ale,1306285495.0,3.5,4.0,3.5,4.0,3.5,6.2,-1,Unfilled,0
307,Utah Brewers Cooperative,American Adjunct Lager,Wasatch Slickrock Lager,1003017601.0,3.5,3.5,4.0,3.0,3.0,4.0,-1,Unfilled,0
308,Brasserie Piedboeuf,Euro Pale Lager,Jupiler,1255556534.0,2.0,2.0,2.0,1.5,1.5,5.2,-1,Unfilled,0
309,Greene King / Morland Brewery,English Pale Ale,Ruddles Pub Ale,1092499101.0,3.0,3.0,3.5,2.5,2.5,4.0,-1,Unfilled,0
310,Rogue Ales,American Porter,Mocha Porter,1250902790.0,3.5,4.0,4.5,3.5,4.0,5.3,-1,Unfilled,0
311,Rogue Ales,Chile Beer,Chipotle Ale,1137442151.0,3.5,2.5,3.0,3.5,3.0,5.5,-1,Unfilled,0
312,Rogue Ales,Maibock / Helles Bock,Dead Guy Ale,1169404757.0,3.5,3.5,4.0,4.0,4.0,6.5,-1,Unfilled,0
313,Rogue Ales,Russian Imperial Stout,Imperial Stout,1193713713.0,4.0,4.0,4.5,3.5,4.0,11.0,-1,Unfilled,0
314,Rogue Ales,Smoked Beer,Smoke Ale,1247101758.0,4.0,4.0,3.5,4.0,4.0,6.0,-1,Unfilled,0
315,Rogue Ales,American Double / Imperial Ipa,Xs Imperial India Pale Ale,1131822065.0,4.5,4.5,4.0,4.5,4.0,9.5,-1,Unfilled,0
316,Rogue Ales,Vienna Lager,Artisan Vienna Lager,1279421148.0,3.0,3.0,3.5,3.0,3.5,-1.0,-1,Unfilled,0
317,Rogue Ales,American Ipa,Brutal Bitter Ale,1082160198.0,4.0,4.0,4.0,4.0,4.5,5.8,-1,Unfilled,0
318,Rogue Ales,American Blonde Ale,Oregon Golden Ale,1057593711.0,3.0,3.0,3.5,2.5,3.0,-1.0,-1,Unfilled,0
319,Rogue Ales,American Amber / Red Ale,American Amber Ale,1113964619.0,4.0,4.0,4.5,4.0,4.0,5.6,-1,Unfilled,0
320,Rogue Ales,Witbier,Half-e-weizen,1189387374.0,4.0,3.5,4.0,4.5,3.5,4.8,-1,Unfilled,0
321,Rogue Ales,Cream Ale,Honey Cream Ale,1066450070.0,4.0,3.0,3.5,4.0,3.5,5.5,-1,Unfilled,0
322,Boulder Beer / Wilderness Pub,American Amber / Red Ale,Rockies Fall Fest Amber Ale,1100270033.0,4.0,4.0,4.0,4.0,4.5,5.13,-1,Unfilled,0
323,Boulder Beer / Wilderness Pub,American Pale Ale (apa),"Boulder, Extra Pale Ale",1034017167.0,4.5,4.0,4.5,4.0,4.5,-1.0,-1,Unfilled,0
324,Rocky Bay Brewing Company,English Stout,Nor'easter Stout,1018869269.0,4.0,3.5,3.5,4.0,3.5,-1.0,-1,Unfilled,0
325,Rocky Bay Brewing Company,American Adjunct Lager,Schooner Point Lager,1152748268.0,4.0,3.0,4.0,3.5,4.0,-1.0,-1,Unfilled,0
326,Brauerei Tucher Brau,Dunkelweizen,Tucher Dunkles Hefe Weizen,1282704542.0,4.0,4.0,3.0,3.0,3.0,5.35,-1,Unfilled,0
327,Brauerei Tucher Brau,Hefeweizen,Tucher Helles Hefe Weizen,1116902260.0,4.0,3.0,3.5,3.5,3.5,5.35,-1,Unfilled,0
328,Brauerei Tucher Brau,Kristalweizen,Tucher Kristall Weizen,1023090825.0,3.5,4.0,4.0,4.0,4.0,5.1,-1,Unfilled,0
329,Privatbrauerei Franz Joseph Sailer,Dunkelweizen,Oberdorfer Hefeweizen Dunkel,1092261702.0,3.0,3.0,2.5,2.5,3.0,5.5,-1,Unfilled,0
330,Portland Brewing Company,Winter Warmer,Bobby Dazzler,1037441986.0,4.5,4.5,4.0,4.0,5.0,6.5,-1,Unfilled,0
331,Pete's Brewing Company,Fruit / Vegetable Beer,Pete's Wicked Summer Brew,1021877761.0,4.5,4.5,4.5,4.0,4.5,-1.0,-1,Unfilled,0
332,Pete's Brewing Company,Fruit / Vegetable Beer,Pete's Wicked Winter Brew,1019327311.0,3.5,3.5,3.5,3.5,3.5,5.2,-1,Unfilled,0
333,Pete's Brewing Company,Märzen / Oktoberfest,Pete's Wicked Oktoberfest,1217358434.0,3.5,3.5,3.5,3.5,4.0,5.8,-1,Unfilled,0
334,Pete's Brewing Company,American Adjunct Lager,Pete's Wicked Esp,1063507767.0,3.5,2.5,4.0,3.0,2.5,-1.0,-1,Unfilled,0
335,Pete's Brewing Company,Maibock / Helles Bock,Pete's Wicked Springfest,890611201.0,4.0,3.5,3.5,4.5,4.0,-1.0,-1,Unfilled,0
336,Pete's Brewing Company,Fruit / Vegetable Beer,Pete's Wicked Strawberry Blonde,1193287070.0,2.5,2.5,3.0,2.0,2.5,5.0,-1,Unfilled,0
337,Pennsylvania Brewing Company,Hefeweizen,Penn Weizen,1155780075.0,5.0,4.5,5.0,4.0,4.5,5.0,-1,Unfilled,0
338,Pennsylvania Brewing Company,Munich Dunkel Lager,Penn Dark,1144739539.0,4.5,4.0,4.0,4.5,4.5,5.0,-1,Unfilled,0
339,Pennsylvania Brewing Company,Munich Helles Lager,Penn Gold,1223758002.0,4.5,4.0,4.0,4.0,4.5,4.0,-1,Unfilled,0
340,Pennsylvania Brewing Company,Vienna Lager,Penn Pilsner,1148261299.0,3.0,3.0,3.5,3.5,3.0,4.0,-1,Unfilled,0
341,Paulaner Brauerei Gmbh & Co. Kg,Märzen / Oktoberfest,Paulaner Oktoberfest-märzen,1222903015.0,4.5,3.0,4.0,4.0,4.0,6.0,-1,Unfilled,0
342,Paulaner Brauerei Gmbh & Co. Kg,Doppelbock,Salvator Doppel Bock,1163263394.0,3.5,5.0,3.0,4.5,3.5,7.9,-1,Unfilled,0
343,Paulaner Brauerei Gmbh & Co. Kg,Munich Helles Lager,Paulaner Original Münchner,1046077655.0,3.5,3.0,3.0,3.5,3.5,4.9,-1,Unfilled,0
344,"Paper City Brewery Co., Inc.",Scotch Ale / Wee Heavy,Winter Palace Wee Heavy,1083288997.0,3.5,3.0,3.5,4.0,3.5,8.0,-1,Unfilled,0
345,"Paper City Brewery Co., Inc.",American Ipa,India'n Pale Ale,1325693061.0,3.5,3.0,3.5,3.5,3.5,-1.0,-1,Unfilled,0
346,"Paper City Brewery Co., Inc.",American Pale Ale (apa),Holyoke Dam Ale,1130093903.0,3.0,2.5,3.5,3.5,3.5,-1.0,-1,Unfilled,0
347,"Paper City Brewery Co., Inc.",Hefeweizen,Cabot Street Wheat,996486906.0,4.0,4.0,4.0,4.0,4.0,5.5,-1,Unfilled,0
348,"Paper City Brewery Co., Inc.",German Pilsener,Paper City Pilsner,996109926.0,4.0,3.0,4.0,4.0,3.0,-1.0,-1,Unfilled,0
349,"Paper City Brewery Co., Inc.",English Pale Ale,Ireland Parish Brand Golden Ale,1295749024.0,4.0,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,0
